,Company_Name,Rating,No_Of_Reviews,Company_Type,Location
340,Fortis Healthcare,4.0,(2.5k),Healthcare,New Delhi +69 other locations
341,Exl India,3.6,(2.5k),Logistics,New Delhi +43 other locations
342,NoBroker,3.0,(2.5k),Internet,Bangalore / Bengaluru +47 other locations
343,Gallagher,3.7,(2.5k),Insurance,Bangalore / Bengaluru +28 other locations
344,Adani Power,3.7,(2.5k),Power,Mundra +127 other locations
345,Bajaj Electricals,3.9,(2.5k),Consumer Electronics & Appliances,Mumbai +233 other locations
346,Sahrudaya Healthcare (Medicover Hospitals),4.4,(2.5k),Healthcare,Hyderabad / Secunderabad +45 other locations
347,Movate,3.1,(2.5k),IT Services & Consulting,Chennai +38 other locations
348,Sterlite Technologies,3.8,(2.5k),Hardware & Networking,Aurangabad +101 other locations
349,DBS Bank,3.7,(2.5k),Banking,Hyderabad / Secunderabad +176 other locations
350,Sammaan Capital Limited,3.8,(2.5k),NBFC,Gurgaon / Gurugram +201 other locations
351,V-Mart,4.1,(2.5k),Retail,Gurgaon / Gurugram +284 other locations
352,Foundever,3.4,(2.5k),BPO,Hyderabad / Secunderabad +22 other locations
353,Alldigi Tech,3.9,(2.5k),BPO,Chennai +36 other locations
354,Himalaya Wellness,4.0,(2.5k),Pharma,Bangalore / Bengaluru +236 other locations
355,Tata Advanced Systems,3.7,(2.5k),Defence & Aerospace,Bangalore / Bengaluru +57 other locations
356,Tractors and Farm Equipment,3.9,(2.5k),Industrial Machinery,Chennai +192 other locations
357,BT Group,3.8,(2.5k),Telecom,Gurgaon / Gurugram +23 other locations
358,Northern Trust Operating Services,3.6,(2.5k),Financial Services,Bangalore / Bengaluru +27 other locations
359,Parle Agro,4.0,(2.5k),Beverage,Mumbai +257 other locations
360,IntouchCX,2.7,(2.5k),BPO,Hyderabad / Secunderabad +22 other locations
361,Foxconn,3.9,(2.5k),Electronics Manufacturing,Chennai +59 other locations
362,JCB,3.9,(2.4k),Industrial Machinery,Pune +113 other locations
363,Patanjali Ayurved,3.9,(2.4k),FMCG,Haridwar +301 other locations
364,Statestreet HCL Services,3.4,(2.4k),BPO,Chennai +18 other locations
365,Physicswallah,3.6,(2.4k),EdTech,Noida +122 other locations
366,Laurus Labs,4.3,(2.4k),Pharma,Visakhapatnam +33 other locations
367,McDonald's,3.8,(2.4k),Hospitality,New Delhi +149 other locations
368,Photon Interactive,4.1,(2.4k),IT Services & Consulting,Chennai +18 other locations
369,Paras Hospital,4.1,(2.4k),Healthcare,Patna +62 other locations
370,ICICI Securities,3.9,(2.4k),Financial Services,Mumbai +148 other locations
371,Canara HSBC Life Insurance,3.6,(2.4k),Insurance,Gurgaon / Gurugram +311 other locations
372,Emcure Pharmaceuticals,3.7,(2.4k),Pharma,Pune +115 other locations
373,Mahindra Holidays & Resorts,3.5,(2.4k),Hospitality,Mumbai +113 other locations
374,Mahindra Rural Housing Finance,4.0,(2.4k),NBFC,Mumbai +461 other locations
375,Planet Spark,3.9,(2.4k),EdTech,Gurgaon / Gurugram +61 other locations
376,Datamatics Global Services,3.3,(2.4k),IT Services & Consulting,Mumbai +37 other locations
377,Biocon Limited,4.0,(2.4k),Biotechnology,Bangalore / Bengaluru +66 other locations
378,Intellect Design Arena,3.6,(2.4k),Software Product,Chennai +40 other locations
379,Axis Direct,3.6,(2.4k),Financial Services,Mumbai +270 other locations
380,Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality,Mumbai +109 other locations
381,Hero FinCorp,3.9,(2.4k),NBFC,New Delhi +390 other locations
382,Cholamandalam MS General Insurance,3.7,(2.4k),Insurance,Chennai +386 other locations
383,3i Infotech,3.4,(2.3k),IT Services & Consulting,Mumbai +127 other locations
384,Capgemini Engineering,3.3,(2.3k),IT Services & Consulting,Bangalore / Bengaluru +27 other locations
385,Cadila Pharmaceuticals,3.3,(2.3k),Pharma,Ahmedabad +133 other locations
386,Info Edge,3.9,(2.3k),Internet,Noida +69 other locations
387,Aditya Birla Group,4.1,(2.3k),Metals & Mining,Mumbai +264 other locations
388,Adani Group,3.8,(2.3k),Power,Ahmedabad +191 other locations
389,Syngene International,3.9,(2.3k),Clinical Research,Bangalore / Bengaluru +21 other locations
390,KocharTech,3.7,(2.3k),IT Services & Consulting,Kolkata +25 other locations
391,Bureau Veritas,3.8,(2.3k),Other,Mumbai +143 other locations
392,Cybage,3.8,(2.3k),IT Services & Consulting,Pune +15 other locations
393,Delhi Public School,3.8,(2.3k),Education & Training,New Delhi +273 other locations
394,CorroHealth infotech,3.7,(2.3k),Analytics & KPO,Hyderabad / Secunderabad +33 other locations
395,Xoriant,4.1,(2.3k),IT Services & Consulting,Pune +23 other locations
396,Aavas Financiers,3.9,(2.3k),NBFC,Jaipur +292 other locations
397,Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma,Haridwar +39 other locations
398,Lifestyle,4.2,(2.3k),Retail,Bangalore / Bengaluru +129 other locations
399,Eureka Forbes,3.6,(2.3k),Consumer Electronics & Appliances,Mumbai +184 other locations
400,GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit,Lucknow +212 other locations
401,RMSI,3.6,(2.3k),IT Services & Consulting,Hyderabad / Secunderabad +25 other locations
402,Kia India,3.9,(2.3k),Automobile,Anantapur +186 other locations
403,Sopra Steria,3.9,(2.3k),IT Services & Consulting,Noida +20 other locations
404,Straive,3.3,(2.3k),IT Services & Consulting,Chennai +31 other locations
405,Sobha,3.8,(2.3k),Real Estate,Bangalore / Bengaluru +37 other locations
406,Unacademy,2.9,(2.2k),EdTech,Bangalore / Bengaluru +72 other locations
407,TaskUs,3.1,(2.2k),BPO,Indore +35 other locations
408,Radisson Hotels,4.0,(2.2k),Hospitality,New Delhi +126 other locations
409,Apollo Pharmacy,3.7,(2.2k),Pharma,Hyderabad / Secunderabad +280 other locations
410,Myntra,3.9,(2.2k),Internet,Bangalore / Bengaluru +103 other locations
411,Panasonic Life Solutions India,3.9,(2.2k),Consumer Electronics & Appliances,Haridwar +169 other locations
412,Lava International,3.9,(2.2k),Consumer Electronics & Appliances,Noida +222 other locations
413,Endurance Technologies Limited,3.9,(2.2k),Auto Components,Aurangabad +48 other locations
414,SBI Securities,3.6,(2.2k),Financial Services,Mumbai +315 other locations
415,Lodha,4.1,(2.2k),Real Estate,Mumbai +30 other locations
416,TCE,3.8,(2.2k),Engineering & Construction,Mumbai +131 other locations
417,Team Computers,3.6,(2.2k),IT Services & Consulting,New Delhi +102 other locations
418,Adani Wilmar,4.0,(2.2k),FMCG,Ahmedabad +198 other locations
419,Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances,Pune +175 other locations
420,Indian Railways,4.2,(2.2k),Railways,Kolkata +248 other locations
421,Star Union Dai-ichi Life Insurance,3.8,(2.2k),Insurance,Mumbai +315 other locations
422,GlaxoSmithKline Pharmaceuticals,4.0,(2.2k),Pharma,Bangalore / Bengaluru +217 other locations
423,Bharti AXA Life Insurance,3.6,(2.2k),Insurance,Mumbai +243 other locations
424,Cisco,4.1,(2.2k),Hardware & Networking,Bangalore / Bengaluru +46 other locations
425,Nokia Networks,4.1,(2.2k),Hardware & Networking,Chennai +87 other locations
426,SBI General Insurance,3.6,(2.2k),Insurance,Mumbai +284 other locations
427,Daikin Airconditioning India Pvt. Ltd.,4.1,(2.1k),Consumer Electronics & Appliances,Neemrana +107 other locations
428,Renault Nissan Technology & Business Centre India,3.8,(2.1k),Automobile,Chennai +18 other locations
429,Coromandel International,4.1,(2.1k),Agro Chemicals,Visakhapatnam +180 other locations
430,Sify Technologies,3.7,(2.1k),IT Services & Consulting,Chennai +132 other locations
431,Shahi Exports,3.9,(2.1k),Fashion & Textile,Bangalore / Bengaluru +70 other locations
432,Meesho,3.7,(2.1k),Internet,Bangalore / Bengaluru +131 other locations
433,Huawei Technologies,4.0,(2.1k),Telecom,Bangalore / Bengaluru +105 other locations
434,Ambuja Cements,3.8,(2.1k),Building Material,Mumbai +253 other locations
435,Allstate,3.6,(2.1k),Insurance,Pune +15 other locations
436,BNP Paribas,3.7,(2.1k),Banking,Mumbai +27 other locations
437,ValueLabs,3.5,(2.1k),IT Services & Consulting,Hyderabad / Secunderabad +20 other locations
438,Bank of Baroda,3.5,(2.1k),Banking,Mumbai +299 other locations
439,Brakes India,3.9,(2.1k),Auto Components,Chennai +100 other locations
440,Life Insurance Corporation of India,4.4,(2.1k),Insurance,New Delhi +471 other locations
441,Microsoft Corporation,3.8,(2.1k),Software Product,Bangalore / Bengaluru +47 other locations
442,Newgen Software Technologies,4.0,(2.1k),IT Services & Consulting,Noida +32 other locations
443,Simplex Infrastructures,3.4,(2.1k),Engineering & Construction,Kolkata +139 other locations
444,BHEL,4.2,(2.1k),Electrical Equipment,Bangalore / Bengaluru +128 other locations
445,Spark Minda,3.8,(2.1k),Auto Components,Pune +75 other locations
446,Cargill,3.9,(2.1k),Food Processing,Bangalore / Bengaluru +119 other locations
447,Pfizer,3.9,(2.1k),Pharma,Visakhapatnam +130 other locations
448,CAMS,3.6,(2.1k),Financial Services,Chennai +107 other locations
449,Generali Central Life Insurance,3.5,(2.1k),Insurance,Mumbai +198 other locations
450,GAO Tek,4.4,(2.1k),Electrical Equipment,New York +40 other locations
451,upGrad,3.4,(2.1k),EdTech,Bangalore / Bengaluru +49 other locations
452,Force Motors,3.7,(2.1k),Automobile,Pune +107 other locations
453,Power Mech Projects,3.8,(2.1k),Engineering & Construction,Hyderabad / Secunderabad +149 other locations
454,Ola Cabs,3.3,(2.1k),Internet,Bangalore / Bengaluru +112 other locations
455,FirstCry,3.6,(2.1k),Retail,Pune +210 other locations
456,Poonawalla Fincorp,3.6,(2.1k),NBFC,Pune +261 other locations
457,Nuvoco Vistas,4.1,(2.1k),Building Material,Kolkata +195 other locations
458,Bharat Petroleum,4.2,(2.1k),Oil & Gas,Mumbai +259 other locations
459,Mercedes-Benz Research and Development India,3.7,(2.1k),IT Services & Consulting,Bangalore / Bengaluru +51 other locations
460,"Maruti Suzuki India Limited, Hansalpur",4.2,(2.1k),Automobile,Ahmedabad +102 other locations
461,Raymond Lifestyle Limited,4.1,(2k),Fashion & Textile,Mumbai +148 other locations
462,Reliance Trends,4.1,(2k),Retail,Bangalore / Bengaluru +391 other locations
463,Saint-Gobain,3.9,(2k),Building Material,Mumbai +103 other locations
464,Renault-Nissan,4.1,(2k),Automobile,Chennai +86 other locations
465,Extramarks Education,3.4,(2k),EdTech,Noida +111 other locations
466,Kotak Securities,3.5,(2k),Financial Services,Mumbai +138 other locations
467,Jio Platforms,3.4,(2k),IT Services & Consulting,Mumbai +102 other locations
468,ITC Hotels,4.1,(2k),Hospitality,Bangalore / Bengaluru +94 other locations
469,Manipal Hospitals,4.1,(2k),Healthcare,Bangalore / Bengaluru +67 other locations
470,Delphi TVS,3.9,(2k),Auto Components,Chennai +59 other locations
471,Reliance General Insurance,3.6,(2k),Insurance,Mumbai +193 other locations
472,JK Tyre,3.6,(2k),Auto Components,Chennai +141 other locations
473,Ninjacart,3.8,(2k),Internet,Bangalore / Bengaluru +113 other locations
474,CitiusTech,3.2,(2k),IT Services & Consulting,Mumbai +16 other locations
475,Henry Harvin Education,3.5,(2k),EdTech,Noida +33 other locations
476,Biological E,4.2,(2k),Pharma,Hyderabad / Secunderabad +71 other locations
477,State Street Syntel,3.7,(2k),Financial Services,Mumbai +21 other locations
478,SGS,3.8,(2k),"Testing, Inspection and Certification (TIC)",Mumbai +145 other locations
479,Infinite Computer Solutions,3.3,(2k),IT Services & Consulting,Bangalore / Bengaluru +36 other locations
480,Morgan Stanley,3.6,(2k),Financial Services,Mumbai +19 other locations
481,Senco Gold,4.4,(2k),Jewellery,Kolkata +77 other locations
482,YASH Technologies,3.7,(2k),IT Services & Consulting,Hyderabad / Secunderabad +30 other locations
483,Novartis,4.1,(2k),Pharma,Hyderabad / Secunderabad +75 other locations
484,EPAM Systems,3.7,(2k),IT Services & Consulting,Hyderabad / Secunderabad +35 other locations
485,HSBC Electronic Data Processing,4.1,(2k),IT Services & Consulting,Bangalore / Bengaluru +19 other locations
486,SAP,4.1,(1.9k),Software Product,Bangalore / Bengaluru +53 other locations
487,AECOM,4.2,(1.9k),Engineering & Construction,Gurgaon / Gurugram +121 other locations
488,IDBI Bank,3.4,(1.9k),Banking,Mumbai +328 other locations
489,L&T Energy Hydrocarbon,3.8,(1.9k),Engineering & Construction,Vadodara +87 other locations
490,Narayana Health,4.0,(1.9k),Healthcare,Bangalore / Bengaluru +64 other locations
491,Schindler,3.9,(1.9k),Industrial Machinery,Pune +89 other locations
492,K12 Techno Services,3.6,(1.9k),EdTech,Bangalore / Bengaluru +41 other locations
493,NTT DATA Business Solutions,4.1,(1.9k),IT Services & Consulting,Bangalore / Bengaluru +32 other locations
494,Paisabazaar.com,3.4,(1.9k),Internet,Gurgaon / Gurugram +35 other locations
495,Honeywell Automation,3.7,(1.9k),Industrial Automation,Pune +79 other locations
496,Aditya Birla Health Insurance Co,3.7,(1.9k),Insurance,Mumbai +250 other locations
497,R.R. Donnelley,3.7,(1.9k),Marketing & Advertising,Chennai +26 other locations
498,Uflex,3.8,(1.9k),Packaging,Noida +47 other locations
499,Dr Lal PathLabs,4.2,(1.9k),Healthcare,New Delhi +202 other locations
500,Philips,3.8,(1.9k),Medical Equipment,Bangalore / Bengaluru +96 other locations
501,Gabriel India Limited,4.1,(1.9k),Auto Components,Pune +51 other locations
502,Motherson Automotive Technologies and Engineering,3.8,(1.9k),Auto Components,Chennai +67 other locations
503,NCR Corporation,3.5,(1.9k),IT Services & Consulting,Hyderabad / Secunderabad +90 other locations
504,V-Guard Industries,4.3,(1.9k),Consumer Electronics & Appliances,Kochi +169 other locations
505,Microland,3.5,(1.9k),IT Services & Consulting,Bangalore / Bengaluru +46 other locations
506,Trent,3.8,(1.9k),Retail,Mumbai +142 other locations
507,Haier Appliances India,3.9,(1.9k),Consumer Electronics & Appliances,Pune +156 other locations
508,Parle Products,3.9,(1.9k),FMCG,Mumbai +241 other locations
509,Shadowfax Technologies,3.5,(1.9k),Logistics,Bangalore / Bengaluru +239 other locations
510,Spinny,3.7,(1.9k),Internet,Gurgaon / Gurugram +62 other locations
511,Tekwissen,4.9,(1.9k),IT Services & Consulting,Visakhapatnam +5 other locations
512,Globiva,3.0,(1.9k),BPO,Gurgaon / Gurugram +27 other locations
513,CNH (Case New Holland),3.7,(1.9k),Industrial Machinery,Gurgaon / Gurugram +138 other locations
514,Lucas-TVS,3.9,(1.9k),Auto Components,Chennai +75 other locations
515,CMS Infosystems,3.5,(1.9k),Software Product,Mumbai +216 other locations
516,Tata Tele Business Services,3.6,(1.9k),Telecom,Mumbai +135 other locations
517,Crisil,3.5,(1.9k),Analytics & KPO,Mumbai +80 other locations
518,Google,4.4,(1.9k),Software Product,Bangalore / Bengaluru +84 other locations
519,Angel One,3.6,(1.9k),FinTech,Mumbai +132 other locations
520,DHL Supply Chain,4.2,(1.9k),Logistics,Mumbai +102 other locations
521,Safexpress,3.9,(1.9k),Logistics,New Delhi +156 other locations
522,Adecco Group,3.8,(1.9k),Recruitment,Bangalore / Bengaluru +178 other locations
523,G R Infraprojects,4.1,(1.9k),Engineering & Construction,Gurgaon / Gurugram +155 other locations
524,Aye Finance,4.1,(1.9k),NBFC,Gurgaon / Gurugram +360 other locations
525,Infinx,3.8,(1.9k),Software Product,Hyderabad / Secunderabad +36 other locations
526,HTC Global Services,3.4,(1.9k),IT Services & Consulting,Chennai +32 other locations
527,Tata Power,3.9,(1.9k),Power,Mumbai +150 other locations
528,NTPC,4.2,(1.8k),Power,New Delhi +121 other locations
529,Iris Software,3.8,(1.8k),IT Services & Consulting,Noida +24 other locations
530,Aadhar Housing Finance,4.1,(1.8k),NBFC,Mumbai +321 other locations
531,Thomson Reuters,3.8,(1.8k),Software Product,Bangalore / Bengaluru +26 other locations
532,First American (India),3.6,(1.8k),Insurance,Bangalore / Bengaluru +22 other locations
533,Trident Group,3.3,(1.8k),Fashion & Textile,Barnala +59 other locations
534,Hindustan Aeronautics,4.3,(1.8k),Defence & Aerospace,Bangalore / Bengaluru +64 other locations
535,TVS Sundram Fasteners,3.6,(1.8k),Auto Components,Chennai +66 other locations
536,KENT RO Systems,3.8,(1.8k),Consumer Electronics & Appliances,Noida +151 other locations
537,Torrent Power,3.8,(1.8k),Power,Ahmedabad +60 other locations
538,ICICI Home Finance,3.7,(1.8k),Financial Services,Mumbai +216 other locations
539,Aragen Life Sciences,3.9,(1.8k),Clinical Research,Hyderabad / Secunderabad +31 other locations
540,PI Industries,3.8,(1.8k),Agro Chemicals,Vadodara +104 other locations
541,Jindal Saw,4.0,(1.8k),Iron & Steel,Mundra +76 other locations
542,Medi Assist India,3.5,(1.8k),Insurance,Bangalore / Bengaluru +65 other locations
543,NeoSOFT,3.4,(1.8k),IT Services & Consulting,Mumbai +24 other locations
544,Honda Cars,4.3,(1.8k),Automobile,Bhiwadi +117 other locations
545,Fusion CX,3.3,(1.8k),BPO,Kolkata +57 other locations
546,CSB Bank,3.2,(1.8k),Banking,Mumbai +231 other locations
547,Polycab Wires,3.9,(1.8k),Electrical Equipment,Vadodara +167 other locations
548,AXA Business Services,3.8,(1.8k),IT Services & Consulting,Pune +11 other locations
549,Sterling & Wilson,4.0,(1.8k),Engineering & Construction,Mumbai +129 other locations
550,AkzoNobel,4.1,(1.8k),Chemicals,Pune +161 other locations
551,Stellar Migration,1.3,(1.8k),Other,Dubai +7 other locations
552,Verizon,3.6,(1.8k),Telecom,Hyderabad / Secunderabad +10 other locations
553,Capri Global Capital,3.6,(1.8k),NBFC,New Delhi +326 other locations
554,Infra.Market,4.0,(1.8k),Building Material,Mumbai +128 other locations
555,Innovsource Services,3.9,(1.8k),Recruitment,Mumbai +246 other locations
556,TELUS Digital,3.6,(1.8k),IT Services & Consulting,Noida +25 other locations
557,SS&C TECHNOLOGIES,3.3,(1.8k),IT Services & Consulting,Mumbai +30 other locations
558,Cafe Coffee Day,3.7,(1.8k),Hospitality,Bangalore / Bengaluru +104 other locations
559,MetLife,4.1,(1.8k),Insurance,Noida +44 other locations
560,Dhani Loans and Services,3.9,(1.8k),NBFC,Gurgaon / Gurugram +187 other locations
561,Future Retail,4.4,(1.7k),Retail,Mumbai +197 other locations
562,Kalyan Jewellers,4.4,(1.7k),Jewellery,Thrissur +155 other locations
563,DIVI'S Laboratories,3.6,(1.7k),Pharma,Visakhapatnam +35 other locations
564,Tata Communications Transformation Services,3.8,(1.7k),Telecom,Pune +95 other locations
565,Godrej Properties,3.6,(1.7k),Real Estate,Mumbai +34 other locations
566,Haldiram Foods International Limited,3.8,(1.7k),FMCG,Nagpur +164 other locations
567,Hindustan Petroleum,4.2,(1.7k),Oil & Gas,Mumbai +252 other locations
568,Reckitt Benckiser,4.0,(1.7k),FMCG,Gurgaon / Gurugram +135 other locations
569,USHA International,4.1,(1.7k),Consumer Electronics & Appliances,Gurgaon / Gurugram +147 other locations
570,Security and Intelligence Services (India),4.0,(1.7k),Law Enforcement & Security,New Delhi +195 other locations
571,USV,4.0,(1.7k),Pharma,Mumbai +106 other locations
572,Digit Insurance,3.8,(1.7k),Insurance,Bangalore / Bengaluru +86 other locations
